,Photon energy [keV],Efficiency
442,8.8412,0.8679280717097401
443,8.8611,0.866345544488066
444,8.8811,0.864751382625312
445,8.9011,0.8631396200057841
446,8.921100000000001,0.86153600480022
447,8.9411,0.8599318665773761
448,8.961,0.8583076656559999
449,8.981,0.856694143538825
450,9.001,0.855050556694376
451,9.021,0.8534164962017199
452,9.041,0.8517804495060001
453,9.0609,0.850127073756242
454,9.0809,0.8484719560086299
455,9.1009,0.8468163328854201
456,9.120899999999999,0.845141950496448
457,9.1409,0.8434755486588958
458,9.1608,0.8417988537246401
459,9.1808,0.840114831635804
460,9.2008,0.8384273604054939
461,9.220799999999999,0.83674101462867
462,9.2408,0.8350458186829399
463,9.2607,0.8333389466499839
464,9.280700000000001,0.831633046211385
465,9.3007,0.829925221342833
466,9.3207,0.8282086096716601
467,9.3407,0.8264900335816799
468,9.3606,0.8247529044378
469,9.380600000000001,0.8230351462049821
470,9.4006,0.8212971055392039
471,9.4206,0.81956863644162
472,9.4406,0.8178217114883201
473,9.4605,0.8160743628040941
474,9.4805,0.8143249455788
475,9.5005,0.81257673060018
476,9.5205,0.81082640925772
477,9.5405,0.8090577090027639
478,9.5604,0.8072983908224579
479,9.5804,0.8055388633318961
480,9.6004,0.8037688785588001
481,9.6204,0.8019906432904749
482,9.6404,0.8002180212321
483,9.6603,0.7984389599458
484,9.680299999999999,0.79665950357564
485,9.700299999999999,0.7948876169964099
486,9.7203,0.7930975325872
487,9.7403,0.791307050865318
488,9.760200000000001,0.789516171819904
489,9.7802,0.7877327882378639
490,9.8002,0.78593127207682
491,9.820200000000002,0.78413152943909
492,9.840200000000001,0.7823390588465101
493,9.860100000000001,0.780538572627968
494,9.8801,0.77873346922914
495,9.9001,0.7769322192707871
496,9.9201,0.775130606078768
497,9.940100000000001,0.773318797962942
498,9.96,0.77150662460014
499,9.98,0.7696940859804801
500,10.0,0.7678811820940801
