x	y	z	zMean
25.25	21.375	0	0
25.25	21.475	0	0
25.25	21.575	0	0
25.25	21.675	0	0
25.25	21.775	0	0
25.25	21.875	0	0
25.25	21.975	0	0
25.25	22.075	0	0
25.25	22.175	0	0
25.25	22.275	0	0
25.25	22.375	0	0
25.25	22.475	0	0
25.25	22.575	0	0
25.25	22.675	0	0
25.25	22.775	0	0
25.25	22.875	0	0
25.25	22.975	0	0
25.25	23.075	0	0
25.25	23.175	0	0
25.25	23.275	0	0
25.25	23.375	0	0
25.25	23.475	0	0
25.25	23.575	0	0
25.25	23.675	0	0
25.25	23.775	0	0
25.25	23.875	0	0
25.25	23.975	0	0
25.25	24.075	0	0
25.25	24.175	0	0
25.25	24.275	0	0
25.25	24.375	0	0
25.25	24.475	0	0
25.25	24.575	0	0
25.25	24.675	0	0
25.25	24.775	0	0
25.25	24.875	0	0
25.25	24.975	0	0
25.25	25.075	0	0
25.25	25.175	0	0
25.25	25.275	0	0
25.25	25.375	0	0
25.25	25.475	0	0
25.25	25.575	0	0
25.25	25.675	0	0
25.25	25.775	0	0
25.25	25.875	0	0
25.25	25.975	0	0
25.25	26.075	0	0
25.25	26.175	0	0
25.25	26.275	0	0
25.25	26.375	0	0
25.25	26.475	0	0
25.25	26.575	0	0
25.25	26.675	0	0
25.25	26.775	0	0
25.25	26.875	0	0
25.25	26.975	0	0
25.25	27.075	0	0
25.25	27.175	0	0
25.25	27.275	0	0
25.25	27.375	0	0
25.25	27.475	0	0
25.25	27.575	0	0
25.25	27.675	0	0
25.25	27.775	0	0
25.25	27.875	0	0
25.25	27.975	0	0
25.25	28.075	0	0
25.25	28.175	0	0
25.25	28.275	1	0.010416667
25.25	28.375	5	0.052083333
25.25	28.475	16	0.16666667
25.25	28.575	48	0.5
25.25	28.675	111	1.15625
25.25	28.775	202	2.1041667
25.25	28.875	330	3.4375
25.25	28.975	429	4.46875
25.25	29.075	537	5.59375
25.25	29.175	694	7.2291667
25.25	29.275	859	8.9479167
25.25	29.375	1006	10.479167
25.25	29.475	1146	11.9375
25.25	29.575	1303	13.572917
25.25	29.675	1488	15.5
25.25	29.775	1584	16.5
25.25	29.875	1620	16.875
25.25	29.975	1540	16.041667
25.25	30.075	1508	15.708333
25.25	30.175	1487	15.489583
25.25	30.275	1535	15.989583
25.25	30.375	1448	15.083333
25.25	30.475	1454	15.145833
25.25	30.575	1395	14.53125
25.25	30.675	1414	14.729167
25.25	30.775	1418	14.770833
25.25	30.875	1415	14.739583
25.25	30.975	1411	14.697917
25.25	31.075	1447	15.072917
25.25	31.175	1439	14.989583
25.25	31.275	1494	15.5625
25.25	31.375	1417	14.760417
25.25	31.475	1280	13.333333
25.25	31.575	1269	13.21875
25.25	31.675	1098	11.4375
25.25	31.775	997	10.385417
25.25	31.875	807	8.40625
25.25	31.975	701	7.3020833
25.25	32.075	581	6.0520833
25.25	32.175	424	4.4166667
25.25	32.275	343	3.5729167
25.25	32.375	233	2.4270833
25.25	32.475	158	1.6458333
25.25	32.575	71	0.73958333
25.25	32.675	50	0.52083333
25.25	32.775	22	0.22916667
25.25	32.875	7	0.072916667
25.25	32.975	1	0.010416667
25.25	33.075	0	0
25.25	33.175	0	0
25.25	33.275	0	0
25.25	33.375	0	0
25.25	33.475	0	0
25.25	33.575	0	0
25.25	33.675	0	0
25.25	33.775	0	0
25.25	33.875	0	0
25.25	33.975	0	0
25.25	34.075	0	0
25.25	34.175	0	0
25.25	34.275	0	0
25.25	34.375	0	0
25.25	34.475	0	0
25.25	34.575	0	0
25.25	34.675	0	0
25.25	34.775	0	0
25.25	34.875	0	0
25.25	34.975	0	0
25.25	35.075	0	0
25.25	35.175	0	0
25.25	35.275	0	0
25.25	35.375	0	0
25.25	35.475	0	0
25.25	35.575	0	0
25.25	35.675	0	0
25.25	35.775	0	0
25.25	35.875	0	0
25.25	35.975	0	0
25.25	36.075	0	0
25.25	36.175	0	0
25.25	36.275	0	0
25.25	36.375	0	0
25.25	36.475	0	0
25.25	36.575	0	0
25.25	36.675	0	0
25.25	36.775	0	0
25.25	36.875	0	0
25.25	36.975	0	0
25.25	37.075	0	0
25.25	37.175	0	0
25.25	37.275	0	0
25.25	37.375	0	0
25.25	37.475	0	0
25.25	37.575	0	0
25.25	37.675	0	0
25.25	37.775	0	0
25.25	37.875	0	0
25.25	37.975	0	0
25.25	38.075	0	0
25.25	38.175	0	0
25.25	38.275	0	0
25.25	38.375	0	0
25.25	38.475	0	0
25.25	38.575	0	0
25.25	38.675	0	0
25.25	38.775	0	0
25.25	38.875	0	0
25.25	38.975	0	0
25.25	39.075	0	0
25.25	39.175	0	0
25.25	39.275	0	0
25.25	39.375	0	0
25.25	39.475	0	0
25.25	39.575	0	0
25.25	39.675	0	0
25.25	39.775	0	0
25.25	39.875	0	0
25.25	39.975	0	0
25.35	20.075	0	0
25.35	20.175	0	0
25.35	20.275	0	0
25.35	20.375	0	0
25.35	20.475	0	0
25.35	20.575	0	0
25.35	20.675	0	0
25.35	20.775	0	0
25.35	20.875	0	0
25.35	20.975	0	0
25.35	21.075	0	0
25.35	21.175	0	0
25.35	21.275	0	0
25.35	21.375	0	0
25.35	21.475	0	0
25.35	21.575	0	0
25.35	21.675	0	0
25.35	21.775	0	0
25.35	21.875	0	0
25.35	21.975	0	0
25.35	22.075	0	0
25.35	22.175	0	0
25.35	22.275	0	0
25.35	22.375	0	0
25.35	22.475	0	0
25.35	22.575	0	0
25.35	22.675	0	0
25.35	22.775	0	0
25.35	22.875	0	0
25.35	22.975	0	0
25.35	23.075	0	0
25.35	23.175	0	0
25.35	23.275	0	0
25.35	23.375	0	0
25.35	23.475	0	0
25.35	23.575	0	0
25.35	23.675	0	0
25.35	23.775	0	0
25.35	23.875	0	0
25.35	23.975	0	0
25.35	24.075	0	0
25.35	24.175	0	0
25.35	24.275	0	0
25.35	24.375	0	0
25.35	24.475	0	0
25.35	24.575	0	0
25.35	24.675	0	0
25.35	24.775	0	0
25.35	24.875	0	0
25.35	24.975	0	0
25.35	25.075	0	0
25.35	25.175	0	0
25.35	25.275	0	0
25.35	25.375	0	0
25.35	25.475	0	0
25.35	25.575	0	0
25.35	25.675	0	0
25.35	25.775	0	0
25.35	25.875	0	0
25.35	25.975	0	0
25.35	26.075	0	0
25.35	26.175	0	0
25.35	26.275	0	0
25.35	26.375	0	0
25.35	26.475	0	0
25.35	26.575	0	0
25.35	26.675	0	0
25.35	26.775	0	0
25.35	26.875	0	0
25.35	26.975	0	0
25.35	27.075	0	0
25.35	27.175	0	0
25.35	27.275	0	0
25.35	27.375	0	0
25.35	27.475	0	0
25.35	27.575	0	0
25.35	27.675	0	0
25.35	27.775	0	0
25.35	27.875	0	0
25.35	27.975	0	0
25.35	28.075	0	0
25.35	28.175	0	0
25.35	28.275	0	0
25.35	28.375	2	0.020833333
25.35	28.475	15	0.15625
25.35	28.575	42	0.4375
25.35	28.675	106	1.1041667
25.35	28.775	179	1.8645833
25.35	28.875	299	3.1145833
25.35	28.975	426	4.4375
25.35	29.075	554	5.7708333
25.35	29.175	704	7.3333333
25.35	29.275	855	8.90625
25.35	29.375	1064	11.083333
25.35	29.475	1249	13.010417
25.35	29.575	1399	14.572917
25.35	29.675	1479	15.40625
25.35	29.775	1633	17.010417
25.35	29.875	1645	17.135417
25.35	29.975	1680	17.5
25.35	30.075	1564	16.291667
25.35	30.175	1630	16.979167
25.35	30.275	1589	16.552083
25.35	30.375	1563	16.28125
25.35	30.475	1565	16.302083
25.35	30.575	1550	16.145833
25.35	30.675	1513	15.760417
25.35	30.775	1532	15.958333
25.35	30.875	1532	15.958333
25.35	30.975	1519	15.822917
25.35	31.075	1560	16.25
25.35	31.175	1596	16.625
25.35	31.275	1624	16.916667
25.35	31.375	1489	15.510417
25.35	31.475	1338	13.9375
25.35	31.575	1329	13.84375
25.35	31.675	1161	12.09375
25.35	31.775	1031	10.739583
25.35	31.875	830	8.6458333
25.35	31.975	685	7.1354167
25.35	32.075	589	6.1354167
25.35	32.175	466	4.8541667
25.35	32.275	317	3.3020833
25.35	32.375	233	2.4270833
25.35	32.475	170	1.7708333
25.35	32.575	92	0.95833333
25.35	32.675	36	0.375
25.35	32.775	14	0.14583333
25.35	32.875	1	0.010416667
25.35	32.975	0	0
25.35	33.075	0	0
25.35	33.175	0	0
25.35	33.275	0	0
25.35	33.375	0	0
25.35	33.475	0	0
25.35	33.575	0	0
25.35	33.675	0	0
25.35	33.775	0	0
25.35	33.875	0	0
25.35	33.975	0	0
25.35	34.075	0	0
25.35	34.175	0	0
25.35	34.275	0	0
25.35	34.375	0	0
25.35	34.475	0	0
25.35	34.575	0	0
25.35	34.675	0	0
25.35	34.775	0	0
25.35	34.875	0	0
25.35	34.975	0	0
25.35	35.075	0	0
25.35	35.175	0	0
25.35	35.275	0	0
25.35	35.375	0	0
25.35	35.475	0	0
25.35	35.575	0	0
25.35	35.675	0	0
25.35	35.775	0	0
25.35	35.875	0	0
25.35	35.975	0	0
25.35	36.075	0	0
25.35	36.175	0	0
25.35	36.275	0	0
25.35	36.375	0	0
25.35	36.475	0	0
25.35	36.575	0	0
25.35	36.675	0	0
25.35	36.775	0	0
25.35	36.875	0	0
25.35	36.975	0	0
25.35	37.075	0	0
25.35	37.175	0	0
25.35	37.275	0	0
25.35	37.375	0	0
25.35	37.475	0	0
25.35	37.575	0	0
25.35	37.675	0	0
25.35	37.775	0	0
25.35	37.875	0	0
25.35	37.975	0	0
25.35	38.075	0	0
25.35	38.175	0	0
25.35	38.275	0	0
25.35	38.375	0	0
25.35	38.475	0	0
25.35	38.575	0	0
25.35	38.675	0	0
25.35	38.775	0	0
25.35	38.875	0	0
25.35	38.975	0	0
25.35	39.075	0	0
25.35	39.175	0	0
25.35	39.275	0	0
25.35	39.375	0	0
25.35	39.475	0	0
25.35	39.575	0	0
25.35	39.675	0	0
25.35	39.775	0	0
25.35	39.875	0	0
25.35	39.975	0	0
25.45	20.075	0	0
25.45	20.175	0	0
25.45	20.275	0	0
25.45	20.375	0	0
25.45	20.475	0	0
25.45	20.575	0	0
25.45	20.675	0	0
25.45	20.775	0	0
25.45	20.875	0	0
25.45	20.975	0	0
25.45	21.075	0	0
25.45	21.175	0	0
25.45	21.275	0	0
25.45	21.375	0	0
25.45	21.475	0	0
25.45	21.575	0	0
25.45	21.675	0	0
25.45	21.775	0	0
25.45	21.875	0	0
25.45	21.975	0	0
25.45	22.075	0	0
25.45	22.175	0	0
25.45	22.275	0	0
25.45	22.375	0	0
25.45	22.475	0	0
25.45	22.575	0	0
25.45	22.675	0	0
25.45	22.775	0	0
25.45	22.875	0	0
25.45	22.975	0	0
25.45	23.075	0	0
25.45	23.175	0	0
25.45	23.275	0	0
25.45	23.375	0	0
25.45	23.475	0	0
25.45	23.575	0	0
25.45	23.675	0	0
25.45	23.775	0	0
25.45	23.875	0	0
25.45	23.975	0	0
25.45	24.075	0	0
25.45	24.175	0	0
25.45	24.275	0	0
25.45	24.375	0	0
25.45	24.475	0	0
25.45	24.575	0	0
25.45	24.675	0	0
25.45	24.775	0	0
25.45	24.875	0	0
25.45	24.975	0	0
25.45	25.075	0	0
25.45	25.175	0	0
25.45	25.275	0	0
25.45	25.375	0	0
25.45	25.475	0	0
25.45	25.575	0	0
25.45	25.675	0	0
25.45	25.775	0	0
25.45	25.875	0	0
25.45	25.975	0	0
25.45	26.075	0	0
25.45	26.175	0	0
25.45	26.275	0	0
25.45	26.375	0	0
25.45	26.475	0	0
25.45	26.575	0	0
25.45	26.675	0	0
25.45	26.775	0	0
25.45	26.875	0	0
25.45	26.975	0	0
25.45	27.075	0	0
25.45	27.175	0	0
25.45	27.275	0	0
25.45	27.375	0	0
25.45	27.475	0	0
25.45	27.575	0	0
25.45	27.675	0	0
25.45	27.775	0	0
25.45	27.875	0	0
25.45	27.975	0	0
25.45	28.075	0	0
25.45	28.175	0	0
25.45	28.275	0	0
25.45	28.375	0	0
25.45	28.475	13	0.13541667
25.45	28.575	40	0.41666667
25.45	28.675	121	1.2604167
25.45	28.775	184	1.9166667
25.45	28.875	332	3.4583333
25.45	28.975	406	4.2291667
25.45	29.075	570	5.9375
25.45	29.175	764	7.9583333
25.45	29.275	915	9.53125
25.45	29.375	1112	11.583333
25.45	29.475	1302	13.5625
25.45	29.575	1410	14.6875
25.45	29.675	1616	16.833333
25.45	29.775	1760	18.333333
25.45	29.875	1767	18.40625
25.45	29.975	1722	17.9375
25.45	30.075	1741	18.135417
25.45	30.175	1776	18.5
25.45	30.275	1674	17.4375
25.45	30.375	1706	17.770833
25.45	30.475	1608	16.75
25.45	30.575	1650	17.1875
25.45	30.675	1702	17.729167
25.45	30.775	1588	16.541667
25.45	30.875	1720	17.916667
25.45	30.975	1653	17.21875
25.45	31.075	1645	17.135417
25.45	31.175	1614	16.8125
25.45	31.275	1701	17.71875
25.45	31.375	1579	16.447917
25.45	31.475	1492	15.541667
25.45	31.575	1278	13.3125
25.45	31.675	1134	11.8125
25.45	31.775	1060	11.041667
25.45	31.875	813	8.46875
25.45	31.975	681	7.09375
25.45	32.075	545	5.6770833
25.45	32.175	396	4.125
25.45	32.275	315	3.28125
25.45	32.375	235	2.4479167
25.45	32.475	147	1.53125
25.45	32.575	71	0.73958333
25.45	32.675	39	0.40625
25.45	32.775	10	0.10416667
25.45	32.875	1	0.010416667
25.45	32.975	0	0
25.45	33.075	0	0
25.45	33.175	0	0
25.45	33.275	0	0
25.45	33.375	0	0
25.45	33.475	0	0
25.45	33.575	0	0
25.45	33.675	0	0
25.45	33.775	0	0
25.45	33.875	0	0
25.45	33.975	0	0
25.45	34.075	0	0
25.45	34.175	0	0
25.45	34.275	0	0
25.45	34.375	0	0
25.45	34.475	0	0
25.45	34.575	0	0
25.45	34.675	0	0
25.45	34.775	0	0
25.45	34.875	0	0
25.45	34.975	0	0
25.45	35.075	0	0
25.45	35.175	0	0
25.45	35.275	0	0
25.45	35.375	0	0
25.45	35.475	0	0
25.45	35.575	0	0
25.45	35.675	0	0
25.45	35.775	0	0
25.45	35.875	0	0
25.45	35.975	0	0
25.45	36.075	0	0
25.45	36.175	0	0
25.45	36.275	0	0
25.45	36.375	0	0
25.45	36.475	0	0
25.45	36.575	0	0
25.45	36.675	0	0
25.45	36.775	0	0
25.45	36.875	0	0
25.45	36.975	0	0
25.45	37.075	0	0
25.45	37.175	0	0
25.45	37.275	0	0
25.45	37.375	0	0
25.45	37.475	0	0
25.45	37.575	0	0
25.45	37.675	0	0
25.45	37.775	0	0
25.45	37.875	0	0
25.45	37.975	0	0
25.45	38.075	0	0
25.45	38.175	0	0
25.45	38.275	0	0
25.45	38.375	0	0
25.45	38.475	0	0
25.45	38.575	0	0
25.45	38.675	0	0
25.45	38.775	0	0
25.45	38.875	0	0
25.45	38.975	0	0
25.45	39.075	0	0
25.45	39.175	0	0
25.45	39.275	0	0
25.45	39.375	0	0
25.45	39.475	0	0
25.45	39.575	0	0
25.45	39.675	0	0
25.45	39.775	0	0
25.45	39.875	0	0
25.45	39.975	0	0
25.55	20.075	0	0
25.55	20.175	0	0
25.55	20.275	0	0
25.55	20.375	0	0
25.55	20.475	0	0
25.55	20.575	0	0
25.55	20.675	0	0
25.55	20.775	0	0
25.55	20.875	0	0
25.55	20.975	0	0
25.55	21.075	0	0
25.55	21.175	0	0
25.55	21.275	0	0
25.55	21.375	0	0
25.55	21.475	0	0
25.55	21.575	0	0
25.55	21.675	0	0
25.55	21.775	0	0
25.55	21.875	0	0
25.55	21.975	0	0
25.55	22.075	0	0
25.55	22.175	0	0
25.55	22.275	0	0
25.55	22.375	0	0
25.55	22.475	0	0
25.55	22.575	0	0
25.55	22.675	0	0
25.55	22.775	0	0
25.55	22.875	0	0
25.55	22.975	0	0
25.55	23.075	0	0
25.55	23.175	0	0
25.55	23.275	0	0
25.55	23.375	0	0
25.55	23.475	0	0
25.55	23.575	0	0
25.55	23.675	0	0
25.55	23.775	0	0
25.55	23.875	0	0
25.55	23.975	0	0
25.55	24.075	0	0
25.55	24.175	0	0
25.55	24.275	0	0
25.55	24.375	0	0
25.55	24.475	0	0
25.55	24.575	0	0
25.55	24.675	0	0
25.55	24.775	0	0
25.55	24.875	0	0
25.55	24.975	0	0
25.55	25.075	0	0
25.55	25.175	0	0
25.55	25.275	0	0
25.55	25.375	0	0
25.55	25.475	0	0
25.55	25.575	0	0
25.55	25.675	0	0
25.55	25.775	0	0
25.55	25.875	0	0
25.55	25.975	0	0
25.55	26.075	0	0
25.55	26.175	0	0
25.55	26.275	0	0
25.55	26.375	0	0
25.55	26.475	0	0
25.55	26.575	0	0
25.55	26.675	0	0
25.55	26.775	0	0
25.55	26.875	0	0
25.55	26.975	0	0
25.55	27.075	0	0
25.55	27.175	0	0
25.55	27.275	0	0
25.55	27.375	0	0
25.55	27.475	0	0
25.55	27.575	0	0
25.55	27.675	0	0
25.55	27.775	0	0
25.55	27.875	0	0
25.55	27.975	0	0
25.55	28.075	0	0
25.55	28.175	0	0
25.55	28.275	0	0
25.55	28.375	1	0.010416667
25.55	28.475	5	0.052083333
25.55	28.575	28	0.29166667
25.55	28.675	109	1.1354167
25.55	28.775	175	1.8229167
25.55	28.875	325	3.3854167
25.55	28.975	413	4.3020833
25.55	29.075	524	5.4583333
25.55	29.175	776	8.0833333
25.55	29.275	948	9.875
25.55	29.375	1193	12.427083
25.55	29.475	1375	14.322917
25.55	29.575	1534	15.979167
25.55	29.675	1684	17.541667
25.55	29.775	1871	19.489583
25.55	29.875	1878	19.5625
25.55	29.975	1843	19.197917
25.55	30.075	1840	19.166667
25.55	30.175	1908	19.875
25.55	30.275	1695	17.65625
25.55	30.375	1786	18.604167
25.55	30.475	1792	18.666667
25.55	30.575	1807	18.822917
25.55	30.675	1791	18.65625
25.55	30.775	1739	18.114583
25.55	30.875	1749	18.21875
25.55	30.975	1737	18.09375
25.55	31.075	1749	18.21875
25.55	31.175	1727	17.989583
25.55	31.275	1742	18.145833
25.55	31.375	1650	17.1875
25.55	31.475	1586	16.520833
25.55	31.575	1430	14.895833
25.55	31.675	1168	12.166667
25.55	31.775	1078	11.229167
25.55	31.875	898	9.3541667
25.55	31.975	730	7.6041667
25.55	32.075	605	6.3020833
25.55	32.175	437	4.5520833
25.55	32.275	305	3.1770833
25.55	32.375	219	2.28125
25.55	32.475	107	1.1145833
25.55	32.575	65	0.67708333
25.55	32.675	18	0.1875
25.55	32.775	2	0.020833333
25.55	32.875	0	0
25.55	32.975	0	0
25.55	33.075	0	0
25.55	33.175	0	0
25.55	33.275	0	0
25.55	33.375	0	0
25.55	33.475	0	0
25.55	33.575	0	0
25.55	33.675	0	0
25.55	33.775	0	0
25.55	33.875	0	0
25.55	33.975	0	0
25.55	34.075	0	0
25.55	34.175	0	0
25.55	34.275	0	0
25.55	34.375	0	0
25.55	34.475	0	0
25.55	34.575	0	0
25.55	34.675	0	0
25.55	34.775	0	0
25.55	34.875	0	0
25.55	34.975	0	0
25.55	35.075	0	0
25.55	35.175	0	0
25.55	35.275	0	0
25.55	35.375	0	0
25.55	35.475	0	0
25.55	35.575	0	0
25.55	35.675	0	0
25.55	35.775	0	0
25.55	35.875	0	0
25.55	35.975	0	0
25.55	36.075	0	0
25.55	36.175	0	0
25.55	36.275	0	0
25.55	36.375	0	0
25.55	36.475	0	0
25.55	36.575	0	0
25.55	36.675	0	0
25.55	36.775	0	0
25.55	36.875	0	0
25.55	36.975	0	0
25.55	37.075	0	0
25.55	37.175	0	0
25.55	37.275	0	0
25.55	37.375	0	0
25.55	37.475	0	0
25.55	37.575	0	0
25.55	37.675	0	0
25.55	37.775	0	0
25.55	37.875	0	0
25.55	37.975	0	0
25.55	38.075	0	0
25.55	38.175	0	0
25.55	38.275	0	0
25.55	38.375	0	0
25.55	38.475	0	0
25.55	38.575	0	0
25.55	38.675	0	0
25.55	38.775	0	0
25.55	38.875	0	0
25.55	38.975	0	0
25.55	39.075	0	0
25.55	39.175	0	0
25.55	39.275	0	0
25.55	39.375	0	0
25.55	39.475	0	0
25.55	39.575	0	0
25.55	39.675	0	0
25.55	39.775	0	0
25.55	39.875	0	0
25.55	39.975	0	0
25.65	20.075	0	0
25.65	20.175	0	0
25.65	20.275	0	0
25.65	20.375	0	0
25.65	20.475	0	0
25.65	20.575	0	0
25.65	20.675	0	0
25.65	20.775	0	0
25.65	20.875	0	0
25.65	20.975	0	0
25.65	21.075	0	0
25.65	21.175	0	0
25.65	21.275	0	0
25.65	21.375	0	0
25.65	21.475	0	0
25.65	21.575	0	0
25.65	21.675	0	0
25.65	21.775	0	0
25.65	21.875	0	0
25.65	21.975	0	0
25.65	22.075	0	0
25.65	22.175	0	0
25.65	22.275	0	0
25.65	22.375	0	0
25.65	22.475	0	0
25.65	22.575	0	0
25.65	22.675	0	0
25.65	22.775	0	0
25.65	22.875	0	0
25.65	22.975	0	0
25.65	23.075	0	0
25.65	23.175	0	0
25.65	23.275	0	0
25.65	23.375	0	0
25.65	23.475	0	0
25.65	23.575	0	0
25.65	23.675	0	0
25.65	23.775	0	0
25.65	23.875	0	0
25.65	23.975	0	0
25.65	24.075	0	0
25.65	24.175	0	0
25.65	24.275	0	0
25.65	24.375	0	0
25.65	24.475	0	0
25.65	24.575	0	0
25.65	24.675	0	0
25.65	24.775	0	0
25.65	24.875	0	0
25.65	24.975	0	0
25.65	25.075	0	0
25.65	25.175	0	0
25.65	25.275	0	0
25.65	25.375	0	0
25.65	25.475	0	0
25.65	25.575	0	0
25.65	25.675	0	0
25.65	25.775	0	0
25.65	25.875	0	0
25.65	25.975	0	0
25.65	26.075	0	0
25.65	26.175	0	0
25.65	26.275	0	0
25.65	26.375	0	0
25.65	26.475	0	0
25.65	26.575	0	0
25.65	26.675	0	0
25.65	26.775	0	0
25.65	26.875	0	0
25.65	26.975	0	0
25.65	27.075	0	0
25.65	27.175	0	0
25.65	27.275	0	0
25.65	27.375	0	0
25.65	27.475	0	0
25.65	27.575	0	0
25.65	27.675	0	0
25.65	27.775	0	0
25.65	27.875	0	0
25.65	27.975	0	0
25.65	28.075	0	0
25.65	28.175	0	0
25.65	28.275	0	0
25.65	28.375	0	0
25.65	28.475	4	0.041666667
25.65	28.575	37	0.38541667
25.65	28.675	97	1.0104167
25.65	28.775	214	2.2291667
25.65	28.875	320	3.3333333
25.65	28.975	387	4.03125
25.65	29.075	656	6.8333333
25.65	29.175	782	8.1458333
25.65	29.275	1037	10.802083
25.65	29.375	1186	12.354167
25.65	29.475	1376	14.333333
25.65	29.575	1632	17
25.65	29.675	1752	18.25
25.65	29.775	1935	20.15625
25.65	29.875	2074	21.604167
25.65	29.975	2071	21.572917
25.65	30.075	1930	20.104167
25.65	30.175	1854	19.3125
25.65	30.275	1874	19.520833
25.65	30.375	1911	19.90625
25.65	30.475	1883	19.614583
25.65	30.575	1877	19.552083
25.65	30.675	1957	20.385417
25.65	30.775	1891	19.697917
25.65	30.875	1946	20.270833
25.65	30.975	1814	18.895833
25.65	31.075	1900	19.791667
25.65	31.175	1931	20.114583
25.65	31.275	1863	19.40625
25.65	31.375	1806	18.8125
25.65	31.475	1529	15.927083
25.65	31.575	1426	14.854167
25.65	31.675	1209	12.59375
25.65	31.775	1108	11.541667
25.65	31.875	825	8.59375
25.65	31.975	697	7.2604167
25.65	32.075	570	5.9375
25.65	32.175	414	4.3125
25.65	32.275	284	2.9583333
25.65	32.375	181	1.8854167
25.65	32.475	97	1.0104167
25.65	32.575	41	0.42708333
25.65	32.675	12	0.125
25.65	32.775	4	0.041666667
25.65	32.875	0	0
25.65	32.975	0	0
25.65	33.075	0	0
25.65	33.175	0	0
25.65	33.275	0	0
25.65	33.375	0	0
25.65	33.475	0	0
25.65	33.575	0	0
25.65	33.675	0	0
25.65	33.775	0	0
25.65	33.875	0	0
25.65	33.975	0	0
25.65	34.075	0	0
25.65	34.175	0	0
25.65	34.275	0	0
25.65	34.375	0	0
25.65	34.475	0	0
25.65	34.575	0	0
25.65	34.675	0	0
25.65	34.775	0	0
25.65	34.875	0	0
25.65	34.975	0	0
25.65	35.075	0	0
25.65	35.175	0	0
25.65	35.275	0	0
25.65	35.375	0	0
25.65	35.475	0	0
25.65	35.575	0	0
25.65	35.675	0	0
25.65	35.775	0	0
25.65	35.875	0	0
25.65	35.975	0	0
25.65	36.075	0	0
25.65	36.175	0	0
25.65	36.275	0	0
25.65	36.375	0	0
25.65	36.475	0	0
25.65	36.575	0	0
25.65	36.675	0	0
25.65	36.775	0	0
25.65	36.875	0	0
25.65	36.975	0	0
25.65	37.075	0	0
25.65	37.175	0	0
25.65	37.275	0	0
25.65	37.375	0	0
25.65	37.475	0	0
25.65	37.575	0	0
25.65	37.675	0	0
25.65	37.775	0	0
25.65	37.875	0	0
25.65	37.975	0	0
25.65	38.075	0	0
25.65	38.175	0	0
25.65	38.275	0	0
25.65	38.375	0	0
25.65	38.475	0	0
25.65	38.575	0	0
25.65	38.675	0	0
25.65	38.775	0	0
25.65	38.875	0	0
25.65	38.975	0	0
25.65	39.075	0	0
25.65	39.175	0	0
25.65	39.275	0	0
25.65	39.375	0	0
25.65	39.475	0	0
25.65	39.575	0	0
25.65	39.675	0	0
25.65	39.775	0	0
25.65	39.875	0	0
25.65	39.975	0	0
25.75	20.075	0	0
25.75	20.175	0	0
25.75	20.275	0	0
25.75	20.375	0	0
25.75	20.475	0	0
25.75	20.575	0	0
25.75	20.675	0	0
25.75	20.775	0	0
25.75	20.875	0	0
25.75	20.975	0	0
25.75	21.075	0	0
25.75	21.175	0	0
25.75	21.275	0	0
25.75	21.375	0	0
25.75	21.475	0	0
25.75	21.575	0	0
25.75	21.675	0	0
25.75	21.775	0	0
25.75	21.875	0	0
25.75	21.975	0	0
25.75	22.075	0	0
25.75	22.175	0	0
25.75	22.275	0	0
25.75	22.375	0	0
25.75	22.475	0	0
25.75	22.575	0	0
25.75	22.675	0	0
25.75	22.775	0	0
25.75	22.875	0	0
25.75	22.975	0	0
25.75	23.075	0	0
25.75	23.175	0	0
25.75	23.275	0	0
25.75	23.375	0	0
25.75	23.475	0	0
25.75	23.575	0	0
25.75	23.675	0	0
25.75	23.775	0	0
25.75	23.875	0	0
25.75	23.975	0	0
25.75	24.075	0	0
25.75	24.175	0	0
25.75	24.275	0	0
25.75	24.375	0	0
25.75	24.475	0	0
25.75	24.575	0	0
25.75	24.675	0	0
25.75	24.775	0	0
25.75	24.875	0	0
25.75	24.975	0	0
25.75	25.075	0	0
25.75	25.175	0	0
25.75	25.275	0	0
25.75	25.375	0	0
25.75	25.475	0	0
25.75	25.575	0	0
25.75	25.675	0	0
25.75	25.775	0	0
25.75	25.875	0	0
25.75	25.975	0	0
25.75	26.075	0	0
25.75	26.175	0	0
25.75	26.275	0	0
25.75	26.375	0	0
25.75	26.475	0	0
25.75	26.575	0	0
25.75	26.675	0	0
25.75	26.775	0	0
25.75	26.875	0	0
25.75	26.975	0	0
25.75	27.075	0	0
25.75	27.175	0	0
25.75	27.275	0	0
25.75	27.375	0	0
25.75	27.475	0	0
25.75	27.575	0	0
25.75	27.675	0	0
25.75	27.775	0	0
25.75	27.875	0	0
25.75	27.975	0	0
25.75	28.075	0	0
25.75	28.175	0	0
25.75	28.275	0	0
25.75	28.375	0	0
25.75	28.475	7	0.072916667
25.75	28.575	31	0.32291667
25.75	28.675	95	0.98958333
25.75	28.775	189	1.96875
25.75	28.875	308	3.2083333
25.75	28.975	437	4.5520833
25.75	29.075	601	6.2604167
25.75	29.175	866	9.0208333
25.75	29.275	1032	10.75
25.75	29.375	1212	12.625
25.75	29.475	1490	15.520833
25.75	29.575	1744	18.166667
25.75	29.675	1913	19.927083
25.75	29.775	2085	21.71875
25.75	29.875	2092	21.791667
25.75	29.975	2183	22.739583
25.75	30.075	2149	22.385417
