x	y	z	zMean
29.25	27.175	0	0
29.25	27.275	0	0
29.25	27.375	0	0
29.25	27.475	0	0
29.25	27.575	0	0
29.25	27.675	0	0
29.25	27.775	0	0
29.25	27.875	0	0
29.25	27.975	0	0
29.25	28.075	0	0
29.25	28.175	0	0
29.25	28.275	0	0
29.25	28.375	0	0
29.25	28.475	0	0
29.25	28.575	0	0
29.25	28.675	0	0
29.25	28.775	0	0
29.25	28.875	0	0
29.25	28.975	25	0.26041667
29.25	29.075	475	4.9479167
29.25	29.175	2610	27.1875
29.25	29.275	7091	73.864583
29.25	29.375	13962	145.4375
29.25	29.475	23318	242.89583
29.25	29.575	33154	345.35417
29.25	29.675	43262	450.64583
29.25	29.775	54580	568.54167
29.25	29.875	66333	690.96875
29.25	29.975	76625	798.17708
29.25	30.075	83862	873.5625
29.25	30.175	85851	894.28125
29.25	30.275	84125	876.30208
29.25	30.375	78175	814.32292
29.25	30.475	68648	715.08333
29.25	30.575	56669	590.30208
29.25	30.675	45437	473.30208
29.25	30.775	35289	367.59375
29.25	30.875	26472	275.75
29.25	30.975	18247	190.07292
29.25	31.075	11121	115.84375
29.25	31.175	6149	64.052083
29.25	31.275	2627	27.364583
29.25	31.375	731	7.6145833
29.25	31.475	64	0.66666667
29.25	31.575	0	0
29.25	31.675	0	0
29.25	31.775	0	0
29.25	31.875	0	0
29.25	31.975	0	0
29.25	32.075	0	0
29.25	32.175	0	0
29.25	32.275	0	0
29.25	32.375	0	0
29.25	32.475	0	0
29.25	32.575	0	0
29.25	32.675	0	0
29.25	32.775	0	0
29.25	32.875	0	0
29.25	32.975	0	0
29.25	33.075	0	0
29.25	33.175	0	0
29.25	33.275	0	0
29.25	33.375	0	0
29.25	33.475	0	0
29.25	33.575	0	0
29.25	33.675	0	0
29.25	33.775	0	0
29.25	33.875	0	0
29.25	33.975	0	0
29.25	34.075	0	0
29.25	34.175	0	0
29.25	34.275	0	0
29.25	34.375	0	0
29.25	34.475	0	0
29.25	34.575	0	0
29.25	34.675	0	0
29.25	34.775	0	0
29.25	34.875	0	0
29.25	34.975	0	0
29.25	35.075	0	0
29.25	35.175	0	0
29.25	35.275	0	0
29.25	35.375	0	0
29.25	35.475	0	0
29.25	35.575	0	0
29.25	35.675	0	0
29.25	35.775	0	0
29.25	35.875	0	0
29.25	35.975	0	0
29.25	36.075	0	0
29.25	36.175	0	0
29.25	36.275	0	0
29.25	36.375	0	0
29.25	36.475	0	0
29.25	36.575	0	0
29.25	36.675	0	0
29.25	36.775	0	0
29.25	36.875	0	0
29.25	36.975	0	0
29.25	37.075	0	0
29.25	37.175	0	0
29.25	37.275	0	0
29.25	37.375	0	0
29.25	37.475	0	0
29.25	37.575	0	0
29.25	37.675	0	0
29.25	37.775	0	0
29.25	37.875	0	0
29.25	37.975	0	0
29.25	38.075	0	0
29.25	38.175	0	0
29.25	38.275	0	0
29.25	38.375	0	0
29.25	38.475	0	0
29.25	38.575	0	0
29.25	38.675	0	0
29.25	38.775	0	0
29.25	38.875	0	0
29.25	38.975	0	0
29.25	39.075	0	0
29.25	39.175	0	0
29.25	39.275	0	0
29.25	39.375	0	0
29.25	39.475	0	0
29.25	39.575	0	0
29.25	39.675	0	0
29.25	39.775	0	0
29.25	39.875	0	0
29.25	39.975	0	0
29.35	20.075	0	0
29.35	20.175	0	0
29.35	20.275	0	0
29.35	20.375	0	0
29.35	20.475	0	0
29.35	20.575	0	0
29.35	20.675	0	0
29.35	20.775	0	0
29.35	20.875	0	0
29.35	20.975	0	0
29.35	21.075	0	0
29.35	21.175	0	0
29.35	21.275	0	0
29.35	21.375	0	0
29.35	21.475	0	0
29.35	21.575	0	0
29.35	21.675	0	0
29.35	21.775	0	0
29.35	21.875	0	0
29.35	21.975	0	0
29.35	22.075	0	0
29.35	22.175	0	0
29.35	22.275	0	0
29.35	22.375	0	0
29.35	22.475	0	0
29.35	22.575	0	0
29.35	22.675	0	0
29.35	22.775	0	0
29.35	22.875	0	0
29.35	22.975	0	0
29.35	23.075	0	0
29.35	23.175	0	0
29.35	23.275	0	0
29.35	23.375	0	0
29.35	23.475	0	0
29.35	23.575	0	0
29.35	23.675	0	0
29.35	23.775	0	0
29.35	23.875	0	0
29.35	23.975	0	0
29.35	24.075	0	0
29.35	24.175	0	0
29.35	24.275	0	0
29.35	24.375	0	0
29.35	24.475	0	0
29.35	24.575	0	0
29.35	24.675	0	0
29.35	24.775	0	0
29.35	24.875	0	0
29.35	24.975	0	0
29.35	25.075	0	0
29.35	25.175	0	0
29.35	25.275	0	0
29.35	25.375	0	0
29.35	25.475	0	0
29.35	25.575	0	0
29.35	25.675	0	0
29.35	25.775	0	0
29.35	25.875	0	0
29.35	25.975	0	0
29.35	26.075	0	0
29.35	26.175	0	0
29.35	26.275	0	0
29.35	26.375	0	0
29.35	26.475	0	0
29.35	26.575	0	0
29.35	26.675	0	0
29.35	26.775	0	0
29.35	26.875	0	0
29.35	26.975	0	0
29.35	27.075	0	0
29.35	27.175	0	0
29.35	27.275	0	0
29.35	27.375	0	0
29.35	27.475	0	0
29.35	27.575	0	0
29.35	27.675	0	0
29.35	27.775	0	0
29.35	27.875	0	0
29.35	27.975	0	0
29.35	28.075	0	0
29.35	28.175	0	0
29.35	28.275	0	0
29.35	28.375	0	0
29.35	28.475	0	0
29.35	28.575	0	0
29.35	28.675	0	0
29.35	28.775	0	0
29.35	28.875	1	0.010416667
29.35	28.975	21	0.21875
29.35	29.075	422	4.3958333
29.35	29.175	2753	28.677083
29.35	29.275	7912	82.416667
29.35	29.375	16148	168.20833
29.35	29.475	27928	290.91667
29.35	29.575	39724	413.79167
29.35	29.675	52287	544.65625
29.35	29.775	66782	695.64583
29.35	29.875	81339	847.28125
29.35	29.975	93428	973.20833
29.35	30.075	1.00875e+05	1050.7812
29.35	30.175	1.02782e+05	1070.6458
29.35	30.275	1.00866e+05	1050.6875
29.35	30.375	93295	971.82292
29.35	30.475	81139	845.19792
29.35	30.575	67766	705.89583
29.35	30.675	53125	553.38542
29.35	30.775	40210	418.85417
29.35	30.875	29448	306.75
29.35	30.975	19817	206.42708
29.35	31.075	11722	122.10417
29.35	31.175	5650	58.854167
29.35	31.275	2085	21.71875
29.35	31.375	429	4.46875
29.35	31.475	27	0.28125
29.35	31.575	0	0
29.35	31.675	0	0
29.35	31.775	0	0
29.35	31.875	0	0
29.35	31.975	0	0
29.35	32.075	0	0
29.35	32.175	0	0
29.35	32.275	0	0
29.35	32.375	0	0
29.35	32.475	0	0
29.35	32.575	0	0
29.35	32.675	0	0
29.35	32.775	0	0
29.35	32.875	0	0
29.35	32.975	0	0
29.35	33.075	0	0
29.35	33.175	0	0
29.35	33.275	0	0
29.35	33.375	0	0
29.35	33.475	0	0
29.35	33.575	0	0
29.35	33.675	0	0
29.35	33.775	0	0
29.35	33.875	0	0
29.35	33.975	0	0
29.35	34.075	0	0
29.35	34.175	0	0
29.35	34.275	0	0
29.35	34.375	0	0
29.35	34.475	0	0
29.35	34.575	0	0
29.35	34.675	0	0
29.35	34.775	0	0
29.35	34.875	0	0
29.35	34.975	0	0
29.35	35.075	0	0
29.35	35.175	0	0
29.35	35.275	0	0
29.35	35.375	0	0
29.35	35.475	0	0
29.35	35.575	0	0
29.35	35.675	0	0
29.35	35.775	0	0
29.35	35.875	0	0
29.35	35.975	0	0
29.35	36.075	0	0
29.35	36.175	0	0
29.35	36.275	0	0
29.35	36.375	0	0
29.35	36.475	0	0
29.35	36.575	0	0
29.35	36.675	0	0
29.35	36.775	0	0
29.35	36.875	0	0
29.35	36.975	0	0
29.35	37.075	0	0
29.35	37.175	0	0
29.35	37.275	0	0
29.35	37.375	0	0
29.35	37.475	0	0
29.35	37.575	0	0
29.35	37.675	0	0
29.35	37.775	0	0
29.35	37.875	0	0
29.35	37.975	0	0
29.35	38.075	0	0
29.35	38.175	0	0
29.35	38.275	0	0
29.35	38.375	0	0
29.35	38.475	0	0
29.35	38.575	0	0
29.35	38.675	0	0
29.35	38.775	0	0
29.35	38.875	0	0
29.35	38.975	0	0
29.35	39.075	0	0
29.35	39.175	0	0
29.35	39.275	0	0
29.35	39.375	0	0
29.35	39.475	0	0
29.35	39.575	0	0
29.35	39.675	0	0
29.35	39.775	0	0
29.35	39.875	0	0
29.35	39.975	0	0
29.45	20.075	0	0
29.45	20.175	0	0
29.45	20.275	0	0
29.45	20.375	0	0
29.45	20.475	0	0
29.45	20.575	0	0
29.45	20.675	0	0
29.45	20.775	0	0
29.45	20.875	0	0
29.45	20.975	0	0
29.45	21.075	0	0
29.45	21.175	0	0
29.45	21.275	0	0
29.45	21.375	0	0
29.45	21.475	0	0
29.45	21.575	0	0
29.45	21.675	0	0
29.45	21.775	0	0
29.45	21.875	0	0
29.45	21.975	0	0
29.45	22.075	0	0
29.45	22.175	0	0
29.45	22.275	0	0
29.45	22.375	0	0
29.45	22.475	0	0
29.45	22.575	0	0
29.45	22.675	0	0
29.45	22.775	0	0
29.45	22.875	0	0
29.45	22.975	0	0
29.45	23.075	0	0
29.45	23.175	0	0
29.45	23.275	0	0
29.45	23.375	0	0
29.45	23.475	0	0
29.45	23.575	0	0
29.45	23.675	0	0
29.45	23.775	0	0
29.45	23.875	0	0
29.45	23.975	0	0
29.45	24.075	0	0
29.45	24.175	0	0
29.45	24.275	0	0
29.45	24.375	0	0
29.45	24.475	0	0
29.45	24.575	0	0
29.45	24.675	0	0
29.45	24.775	0	0
29.45	24.875	0	0
29.45	24.975	0	0
29.45	25.075	0	0
29.45	25.175	0	0
29.45	25.275	0	0
29.45	25.375	0	0
29.45	25.475	0	0
29.45	25.575	0	0
29.45	25.675	0	0
29.45	25.775	0	0
29.45	25.875	0	0
29.45	25.975	0	0
29.45	26.075	0	0
29.45	26.175	0	0
29.45	26.275	0	0
29.45	26.375	0	0
29.45	26.475	0	0
29.45	26.575	0	0
29.45	26.675	0	0
29.45	26.775	0	0
29.45	26.875	0	0
29.45	26.975	0	0
29.45	27.075	0	0
29.45	27.175	0	0
29.45	27.275	0	0
29.45	27.375	0	0
29.45	27.475	0	0
29.45	27.575	0	0
29.45	27.675	0	0
29.45	27.775	0	0
29.45	27.875	0	0
29.45	27.975	0	0
29.45	28.075	0	0
29.45	28.175	0	0
29.45	28.275	0	0
29.45	28.375	0	0
29.45	28.475	0	0
29.45	28.575	0	0
29.45	28.675	0	0
29.45	28.775	0	0
29.45	28.875	0	0
29.45	28.975	5	0.052083333
29.45	29.075	327	3.40625
29.45	29.175	2783	28.989583
29.45	29.275	8863	92.322917
29.45	29.375	19022	198.14583
29.45	29.475	33016	343.91667
29.45	29.575	47437	494.13542
29.45	29.675	63271	659.07292
29.45	29.775	81862	852.72917
29.45	29.875	99037	1031.6354
29.45	29.975	1.13105e+05	1178.1771
29.45	30.075	1.21295e+05	1263.4896
29.45	30.175	1.23678e+05	1288.3125
29.45	30.275	1.1972e+05	1247.0833
29.45	30.375	1.11702e+05	1163.5625
29.45	30.475	96850	1008.8542
29.45	30.575	79162	824.60417
29.45	30.675	61452	640.125
29.45	30.775	45620	475.20833
29.45	30.875	33031	344.07292
29.45	30.975	21181	220.63542
29.45	31.075	11558	120.39583
29.45	31.175	5108	53.208333
29.45	31.275	1603	16.697917
29.45	31.375	233	2.4270833
29.45	31.475	13	0.13541667
29.45	31.575	0	0
29.45	31.675	0	0
29.45	31.775	0	0
29.45	31.875	0	0
29.45	31.975	0	0
29.45	32.075	0	0
29.45	32.175	0	0
29.45	32.275	0	0
29.45	32.375	0	0
29.45	32.475	0	0
29.45	32.575	0	0
29.45	32.675	0	0
29.45	32.775	0	0
29.45	32.875	0	0
29.45	32.975	0	0
29.45	33.075	0	0
29.45	33.175	0	0
29.45	33.275	0	0
29.45	33.375	0	0
29.45	33.475	0	0
29.45	33.575	0	0
29.45	33.675	0	0
29.45	33.775	0	0
29.45	33.875	0	0
29.45	33.975	0	0
29.45	34.075	0	0
29.45	34.175	0	0
29.45	34.275	0	0
29.45	34.375	0	0
29.45	34.475	0	0
29.45	34.575	0	0
29.45	34.675	0	0
29.45	34.775	0	0
29.45	34.875	0	0
29.45	34.975	0	0
29.45	35.075	0	0
29.45	35.175	0	0
29.45	35.275	0	0
29.45	35.375	0	0
29.45	35.475	0	0
29.45	35.575	0	0
29.45	35.675	0	0
29.45	35.775	0	0
29.45	35.875	0	0
29.45	35.975	0	0
29.45	36.075	0	0
29.45	36.175	0	0
29.45	36.275	0	0
29.45	36.375	0	0
29.45	36.475	0	0
29.45	36.575	0	0
29.45	36.675	0	0
29.45	36.775	0	0
29.45	36.875	0	0
29.45	36.975	0	0
29.45	37.075	0	0
29.45	37.175	0	0
29.45	37.275	0	0
29.45	37.375	0	0
29.45	37.475	0	0
29.45	37.575	0	0
29.45	37.675	0	0
29.45	37.775	0	0
29.45	37.875	0	0
29.45	37.975	0	0
29.45	38.075	0	0
29.45	38.175	0	0
29.45	38.275	0	0
29.45	38.375	0	0
29.45	38.475	0	0
29.45	38.575	0	0
29.45	38.675	0	0
29.45	38.775	0	0
29.45	38.875	0	0
29.45	38.975	0	0
29.45	39.075	0	0
29.45	39.175	0	0
29.45	39.275	0	0
29.45	39.375	0	0
29.45	39.475	0	0
29.45	39.575	0	0
29.45	39.675	0	0
29.45	39.775	0	0
29.45	39.875	0	0
29.45	39.975	0	0
29.55	20.075	0	0
29.55	20.175	0	0
29.55	20.275	0	0
29.55	20.375	0	0
29.55	20.475	0	0
29.55	20.575	0	0
29.55	20.675	0	0
29.55	20.775	0	0
29.55	20.875	0	0
29.55	20.975	0	0
29.55	21.075	0	0
29.55	21.175	0	0
29.55	21.275	0	0
29.55	21.375	0	0
29.55	21.475	0	0
29.55	21.575	0	0
29.55	21.675	0	0
29.55	21.775	0	0
29.55	21.875	0	0
29.55	21.975	0	0
29.55	22.075	0	0
29.55	22.175	0	0
29.55	22.275	0	0
29.55	22.375	0	0
29.55	22.475	0	0
29.55	22.575	0	0
29.55	22.675	0	0
29.55	22.775	0	0
29.55	22.875	0	0
29.55	22.975	0	0
29.55	23.075	0	0
29.55	23.175	0	0
29.55	23.275	0	0
29.55	23.375	0	0
29.55	23.475	0	0
29.55	23.575	0	0
29.55	23.675	0	0
29.55	23.775	0	0
29.55	23.875	0	0
29.55	23.975	0	0
29.55	24.075	0	0
29.55	24.175	0	0
29.55	24.275	0	0
29.55	24.375	0	0
29.55	24.475	0	0
29.55	24.575	0	0
29.55	24.675	0	0
29.55	24.775	0	0
29.55	24.875	0	0
29.55	24.975	0	0
29.55	25.075	0	0
29.55	25.175	0	0
29.55	25.275	0	0
29.55	25.375	0	0
29.55	25.475	0	0
29.55	25.575	0	0
29.55	25.675	0	0
29.55	25.775	0	0
29.55	25.875	0	0
29.55	25.975	0	0
29.55	26.075	0	0
29.55	26.175	0	0
29.55	26.275	0	0
29.55	26.375	0	0
29.55	26.475	0	0
29.55	26.575	0	0
29.55	26.675	0	0
29.55	26.775	0	0
29.55	26.875	0	0
29.55	26.975	0	0
29.55	27.075	0	0
29.55	27.175	0	0
29.55	27.275	0	0
29.55	27.375	0	0
29.55	27.475	0	0
29.55	27.575	0	0
29.55	27.675	0	0
29.55	27.775	0	0
29.55	27.875	0	0
29.55	27.975	0	0
29.55	28.075	0	0
29.55	28.175	0	0
29.55	28.275	0	0
29.55	28.375	0	0
29.55	28.475	0	0
29.55	28.575	0	0
29.55	28.675	0	0
29.55	28.775	0	0
29.55	28.875	0	0
29.55	28.975	2	0.020833333
29.55	29.075	285	2.96875
29.55	29.175	2780	28.958333
29.55	29.275	9940	103.54167
29.55	29.375	22325	232.55208
29.55	29.475	39194	408.27083
29.55	29.575	56790	591.5625
29.55	29.675	77471	806.98958
29.55	29.775	99141	1032.7188
29.55	29.875	1.20139e+05	1251.4479
29.55	29.975	1.36605e+05	1422.9688
29.55	30.075	1.4455e+05	1505.7292
29.55	30.175	1.46044e+05	1521.2917
29.55	30.275	1.41596e+05	1474.9583
29.55	30.375	1.30938e+05	1363.9375
29.55	30.475	1.14341e+05	1191.0521
29.55	30.575	93003	968.78125
29.55	30.675	71077	740.38542
29.55	30.775	52542	547.3125
29.55	30.875	36734	382.64583
29.55	30.975	22619	235.61458
29.55	31.075	11576	120.58333
29.55	31.175	4727	49.239583
29.55	31.275	1150	11.979167
29.55	31.375	89	0.92708333
29.55	31.475	1	0.010416667
29.55	31.575	0	0
29.55	31.675	0	0
29.55	31.775	0	0
29.55	31.875	0	0
29.55	31.975	0	0
29.55	32.075	0	0
29.55	32.175	0	0
29.55	32.275	0	0
29.55	32.375	0	0
29.55	32.475	0	0
29.55	32.575	0	0
29.55	32.675	0	0
29.55	32.775	0	0
29.55	32.875	0	0
29.55	32.975	0	0
29.55	33.075	0	0
29.55	33.175	0	0
29.55	33.275	0	0
29.55	33.375	0	0
29.55	33.475	0	0
29.55	33.575	0	0
29.55	33.675	0	0
29.55	33.775	0	0
29.55	33.875	0	0
29.55	33.975	0	0
29.55	34.075	0	0
29.55	34.175	0	0
29.55	34.275	0	0
29.55	34.375	0	0
29.55	34.475	0	0
29.55	34.575	0	0
29.55	34.675	0	0
29.55	34.775	0	0
29.55	34.875	0	0
29.55	34.975	0	0
29.55	35.075	0	0
29.55	35.175	0	0
29.55	35.275	0	0
29.55	35.375	0	0
29.55	35.475	0	0
29.55	35.575	0	0
29.55	35.675	0	0
29.55	35.775	0	0
29.55	35.875	0	0
29.55	35.975	0	0
29.55	36.075	0	0
29.55	36.175	0	0
29.55	36.275	0	0
29.55	36.375	0	0
29.55	36.475	0	0
29.55	36.575	0	0
29.55	36.675	0	0
29.55	36.775	0	0
29.55	36.875	0	0
29.55	36.975	0	0
29.55	37.075	0	0
29.55	37.175	0	0
29.55	37.275	0	0
29.55	37.375	0	0
29.55	37.475	0	0
29.55	37.575	0	0
29.55	37.675	0	0
29.55	37.775	0	0
29.55	37.875	0	0
29.55	37.975	0	0
29.55	38.075	0	0
29.55	38.175	0	0
29.55	38.275	0	0
29.55	38.375	0	0
29.55	38.475	0	0
29.55	38.575	0	0
29.55	38.675	0	0
29.55	38.775	0	0
29.55	38.875	0	0
29.55	38.975	0	0
29.55	39.075	0	0
29.55	39.175	0	0
29.55	39.275	0	0
29.55	39.375	0	0
29.55	39.475	0	0
29.55	39.575	0	0
29.55	39.675	0	0
29.55	39.775	0	0
29.55	39.875	0	0
29.55	39.975	0	0
29.65	20.075	0	0
29.65	20.175	0	0
29.65	20.275	0	0
29.65	20.375	0	0
29.65	20.475	0	0
29.65	20.575	0	0
29.65	20.675	0	0
29.65	20.775	0	0
29.65	20.875	0	0
29.65	20.975	0	0
29.65	21.075	0	0
29.65	21.175	0	0
29.65	21.275	0	0
29.65	21.375	0	0
29.65	21.475	0	0
29.65	21.575	0	0
29.65	21.675	0	0
29.65	21.775	0	0
29.65	21.875	0	0
29.65	21.975	0	0
29.65	22.075	0	0
29.65	22.175	0	0
29.65	22.275	0	0
29.65	22.375	0	0
29.65	22.475	0	0
29.65	22.575	0	0
29.65	22.675	0	0
29.65	22.775	0	0
29.65	22.875	0	0
29.65	22.975	0	0
29.65	23.075	0	0
29.65	23.175	0	0
29.65	23.275	0	0
29.65	23.375	0	0
29.65	23.475	0	0
29.65	23.575	0	0
29.65	23.675	0	0
29.65	23.775	0	0
29.65	23.875	0	0
29.65	23.975	0	0
29.65	24.075	0	0
29.65	24.175	0	0
29.65	24.275	0	0
29.65	24.375	0	0
29.65	24.475	0	0
29.65	24.575	0	0
29.65	24.675	0	0
29.65	24.775	0	0
29.65	24.875	0	0
29.65	24.975	0	0
29.65	25.075	0	0
29.65	25.175	0	0
29.65	25.275	0	0
29.65	25.375	0	0
29.65	25.475	0	0
29.65	25.575	0	0
29.65	25.675	0	0
29.65	25.775	0	0
29.65	25.875	0	0
29.65	25.975	0	0
29.65	26.075	0	0
29.65	26.175	0	0
29.65	26.275	0	0
29.65	26.375	0	0
29.65	26.475	0	0
29.65	26.575	0	0
29.65	26.675	0	0
29.65	26.775	0	0
29.65	26.875	0	0
29.65	26.975	0	0
29.65	27.075	0	0
29.65	27.175	0	0
29.65	27.275	0	0
29.65	27.375	0	0
29.65	27.475	0	0
29.65	27.575	0	0
29.65	27.675	0	0
29.65	27.775	0	0
29.65	27.875	0	0
29.65	27.975	0	0
29.65	28.075	0	0
29.65	28.175	0	0
29.65	28.275	0	0
29.65	28.375	0	0
29.65	28.475	0	0
29.65	28.575	0	0
29.65	28.675	0	0
29.65	28.775	0	0
29.65	28.875	0	0
29.65	28.975	0	0
29.65	29.075	223	2.3229167
29.65	29.175	2723	28.364583
29.65	29.275	11125	115.88542
29.65	29.375	26293	273.88542
29.65	29.475	46407	483.40625
29.65	29.575	68282	711.27083
29.65	29.675	92919	967.90625
29.65	29.775	1.2028e+05	1252.9167
29.65	29.875	1.45234e+05	1512.8542
29.65	29.975	1.61632e+05	1683.6667
29.65	30.075	1.70611e+05	1777.1979
29.65	30.175	1.71655e+05	1788.0729
29.65	30.275	1.66196e+05	1731.2083
29.65	30.375	1.5383e+05	1602.3958
29.65	30.475	1.34212e+05	1398.0417
29.65	30.575	1.08684e+05	1132.125
29.65	30.675	82353	857.84375
29.65	30.775	59354	618.27083
29.65	30.875	40595	422.86458
29.65	30.975	24217	252.26042
29.65	31.075	11479	119.57292
29.65	31.175	4032	42
29.65	31.275	689	7.1770833
29.65	31.375	27	0.28125
29.65	31.475	0	0
29.65	31.575	0	0
29.65	31.675	0	0
29.65	31.775	0	0
29.65	31.875	0	0
29.65	31.975	0	0
29.65	32.075	0	0
29.65	32.175	0	0
29.65	32.275	0	0
29.65	32.375	0	0
29.65	32.475	0	0
29.65	32.575	0	0
29.65	32.675	0	0
29.65	32.775	0	0
29.65	32.875	0	0
29.65	32.975	0	0
29.65	33.075	0	0
29.65	33.175	0	0
29.65	33.275	0	0
29.65	33.375	0	0
29.65	33.475	0	0
29.65	33.575	0	0
29.65	33.675	0	0
29.65	33.775	0	0
29.65	33.875	0	0
29.65	33.975	0	0
29.65	34.075	0	0
29.65	34.175	0	0
29.65	34.275	0	0
29.65	34.375	0	0
29.65	34.475	0	0
29.65	34.575	0	0
29.65	34.675	0	0
29.65	34.775	0	0
29.65	34.875	0	0
29.65	34.975	0	0
29.65	35.075	0	0
29.65	35.175	0	0
29.65	35.275	0	0
29.65	35.375	0	0
29.65	35.475	0	0
29.65	35.575	0	0
29.65	35.675	0	0
29.65	35.775	0	0
29.65	35.875	0	0
29.65	35.975	0	0
29.65	36.075	0	0
29.65	36.175	0	0
29.65	36.275	0	0
29.65	36.375	0	0
29.65	36.475	0	0
29.65	36.575	0	0
29.65	36.675	0	0
29.65	36.775	0	0
29.65	36.875	0	0
29.65	36.975	0	0
29.65	37.075	0	0
29.65	37.175	0	0
29.65	37.275	0	0
29.65	37.375	0	0
29.65	37.475	0	0
29.65	37.575	0	0
29.65	37.675	0	0
29.65	37.775	0	0
29.65	37.875	0	0
29.65	37.975	0	0
29.65	38.075	0	0
29.65	38.175	0	0
29.65	38.275	0	0
29.65	38.375	0	0
29.65	38.475	0	0
29.65	38.575	0	0
29.65	38.675	0	0
29.65	38.775	0	0
29.65	38.875	0	0
29.65	38.975	0	0
29.65	39.075	0	0
29.65	39.175	0	0
29.65	39.275	0	0
29.65	39.375	0	0
29.65	39.475	0	0
29.65	39.575	0	0
29.65	39.675	0	0
29.65	39.775	0	0
29.65	39.875	0	0
29.65	39.975	0	0
29.75	20.075	0	0
29.75	20.175	0	0
29.75	20.275	0	0
29.75	20.375	0	0
29.75	20.475	0	0
29.75	20.575	0	0
29.75	20.675	0	0
29.75	20.775	0	0
29.75	20.875	0	0
29.75	20.975	0	0
29.75	21.075	0	0
29.75	21.175	0	0
29.75	21.275	0	0
29.75	21.375	0	0
29.75	21.475	0	0
29.75	21.575	0	0
29.75	21.675	0	0
29.75	21.775	0	0
29.75	21.875	0	0
29.75	21.975	0	0
29.75	22.075	0	0
29.75	22.175	0	0
29.75	22.275	0	0
29.75	22.375	0	0
29.75	22.475	0	0
29.75	22.575	0	0
29.75	22.675	0	0
29.75	22.775	0	0
29.75	22.875	0	0
29.75	22.975	0	0
29.75	23.075	0	0
29.75	23.175	0	0
29.75	23.275	0	0
29.75	23.375	0	0
29.75	23.475	0	0
29.75	23.575	0	0
29.75	23.675	0	0
29.75	23.775	0	0
29.75	23.875	0	0
29.75	23.975	0	0
29.75	24.075	0	0
29.75	24.175	0	0
29.75	24.275	0	0
29.75	24.375	0	0
29.75	24.475	0	0
29.75	24.575	0	0
29.75	24.675	0	0
29.75	24.775	0	0
29.75	24.875	0	0
29.75	24.975	0	0
29.75	25.075	0	0
29.75	25.175	0	0
29.75	25.275	0	0
29.75	25.375	0	0
29.75	25.475	0	0
29.75	25.575	0	0
29.75	25.675	0	0
29.75	25.775	0	0
29.75	25.875	0	0
29.75	25.975	0	0
29.75	26.075	0	0
29.75	26.175	0	0
29.75	26.275	0	0
29.75	26.375	0	0
29.75	26.475	0	0
29.75	26.575	0	0
29.75	26.675	0	0
29.75	26.775	0	0
29.75	26.875	0	0
29.75	26.975	0	0
29.75	27.075	0	0
29.75	27.175	0	0
29.75	27.275	0	0
29.75	27.375	0	0
29.75	27.475	0	0
29.75	27.575	0	0
29.75	27.675	0	0
29.75	27.775	0	0
29.75	27.875	0	0
29.75	27.975	0	0
29.75	28.075	0	0
29.75	28.175	0	0
29.75	28.275	0	0
29.75	28.375	0	0
29.75	28.475	0	0
29.75	28.575	0	0
29.75	28.675	0	0
29.75	28.775	0	0
29.75	28.875	0	0
29.75	28.975	0	0
29.75	29.075	166	1.7291667
29.75	29.175	2623	27.322917
29.75	29.275	12282	127.9375
29.75	29.375	29884	311.29167
29.75	29.475	54534	568.0625
29.75	29.575	80838	842.0625
29.75	29.675	1.11933e+05	1165.9688
29.75	29.775	1.4454e+05	1505.625
29.75	29.875	1.72925e+05	1801.3021
29.75	29.975	1.89219e+05	1971.0312
29.75	30.075	1.965e+05	2046.875
29.75	30.175	1.98273e+05	2065.3438
29.75	30.275	1.91507e+05	1994.8646
29.75	30.375	1.78751e+05	1861.9896
29.75	30.475	1.5587e+05	1623.6458
29.75	30.575	1.25084e+05	1302.9583
29.75	30.675	93958	978.72917
29.75	30.775	66546	693.1875
29.75	30.875	44843	467.11458
29.75	30.975	25019	260.61458
29.75	31.075	10953	114.09375
29.75	31.175	3127	32.572917
29.75	31.275	371	3.8645833
29.75	31.375	12	0.125
29.75	31.475	0	0
29.75	31.575	0	0
29.75	31.675	0	0
29.75	31.775	0	0
29.75	31.875	0	0
29.75	31.975	0	0
29.75	32.075	0	0
29.75	32.175	0	0
29.75	32.275	0	0
29.75	32.375	0	0
29.75	32.475	0	0
29.75	32.575	0	0
29.75	32.675	0	0
29.75	32.775	0	0
29.75	32.875	0	0
29.75	32.975	0	0
29.75	33.075	0	0
29.75	33.175	0	0
29.75	33.275	0	0
29.75	33.375	0	0
29.75	33.475	0	0
29.75	33.575	0	0
29.75	33.675	0	0
29.75	33.775	0	0
29.75	33.875	0	0
29.75	33.975	0	0
29.75	34.075	0	0
29.75	34.175	0	0
29.75	34.275	0	0
29.75	34.375	0	0
29.75	34.475	0	0
29.75	34.575	0	0
29.75	34.675	0	0
29.75	34.775	0	0
29.75	34.875	0	0
29.75	34.975	0	0
29.75	35.075	0	0
29.75	35.175	0	0
29.75	35.275	0	0
29.75	35.375	0	0
29.75	35.475	0	0
29.75	35.575	0	0
29.75	35.675	0	0
29.75	35.775	0	0
29.75	35.875	0	0
29.75	35.975	0	0
29.75	36.075	0	0
29.75	36.175	0	0
29.75	36.275	0	0
29.75	36.375	0	0
29.75	36.475	0	0
29.75	36.575	0	0
29.75	36.675	0	0
29.75	36.775	0	0
29.75	36.875	0	0
29.75	36.975	0	0
