xs,ys,Es,nXs,nYs
10.365561,1.0947729,2.3293,5,5
4.7565472,5.5400728,11.462967,8,8
10.711108,1.1047859,3.180548,7,6
8.7566013,-2.4200349,6.8469645,9,10
5.8930898,10.817845,5.0798502,6,6
9.7717869,9.2512335,9.8142435,9,10
-12.132369,9.4747307,8.4905197,7,7
-5.8676177,2.36007,8.0434126,10,11
5.0215053,6.2704194,8.6780221,10,11
14.519347,-6.1623315,5.4000098,5,6
-0.077441998,3.4151362,8.1433383,9,8
-15.583399,-14.435066,3.1701296,5,5
