,Photon energy [keV],Efficiency
0,0.01,0.0
1,0.02998,0.0
2,0.04996,1.96e-35
3,0.06994,2.65e-19
4,0.08992,3.4500000000000004e-12
5,0.10990000000000001,2.52e-08
6,0.12988,5.1e-06
7,0.14986000000000002,0.000134
8,0.16984,0.0011300000000000001
9,0.18982,0.00551
10,0.20980000000000001,0.0197
11,0.22978,0.0475
12,0.24975999999999998,0.0872
13,0.26974000000000004,0.14010999999999998
14,0.28972000000000003,1.08e-08
15,0.3097,1.37e-07
16,0.32968000000000003,1.08e-06
17,0.34966,5.86e-06
18,0.36963999999999997,2.3899999999999998e-05
19,0.38962,8.36e-05
20,0.4096,0.00025
21,0.42957999999999996,0.0006309999999999999
22,0.44956,0.0013800000000000002
23,0.46954,0.0027199999999999998
24,0.48951999999999996,0.00486
25,0.5095,0.00812
26,0.5294800000000001,0.0127
27,0.5494600000000001,0.00047699999999999994
28,0.5694400000000001,0.000915
29,0.5894199999999999,0.00162
30,0.6093999999999999,0.0026899999999999997
31,0.62938,0.004229999999999999
32,0.64936,0.0064
33,0.66934,0.00936
34,0.68932,0.0129
35,0.7092999999999999,0.0172
36,0.7292799999999999,0.0228
37,0.74926,0.0295
38,0.76924,0.0373
39,0.78922,0.0463
40,0.8092,0.0565
41,0.8291799999999999,0.06769999999999998
42,0.8491599999999999,0.07989999999999994
43,0.86914,0.09279999999999952
44,0.88912,0.10641999999999655
45,0.9091,0.12072999999997815
46,0.92908,0.1357799999998789
47,0.9490599999999999,0.15171999999939767
48,0.96904,0.168239999997325
49,0.98902,0.18516999998927866
50,1.009,0.20237999996114306
51,1.029,0.21970999987168935
52,1.049,0.23726999960613177
53,1.0689000000000002,0.25508999885974765
54,1.0889000000000002,0.27290999691611695
55,1.1089,0.290679992238844
56,1.1289,0.3083399814996
57,1.1489,0.32581995829503996
58,1.1688,0.34310991044829
59,1.1887999999999999,0.36015981667855995
60,1.2087999999999999,0.37693964039924
61,1.2288,0.39342932330040004
62,1.2488,0.4096787627664001
63,1.2687,0.4256778162616
64,1.2887,0.44143624775999996
65,1.3087,0.45683374129199994
66,1.3287,0.47186985458
67,1.3487,0.48652394418
68,1.3685999999999998,0.5007853100670001
69,1.3885999999999998,0.51466278719
70,1.4085999999999999,0.5281550661600001
71,1.4285999999999999,0.5412609643599999
72,1.4485999999999999,0.5539875177000001
73,1.4685,0.566343646
74,1.4885,0.5783459328000001
75,1.5085,0.5900630899
76,1.5285,0.60143146151
77,1.5485,0.61242721232
78,1.5684,0.6230538362
79,1.5884,0.6333246549
80,1.6084,0.6432185589
81,1.6284,0.6527577414
82,1.6484,0.6619307984999999
83,1.6683,0.6707663439
84,1.6883,0.6792395455
85,1.7083,0.6873755970000001
86,1.7283,0.6951622199999999
87,1.7483,0.702671304
88,1.7682,0.7098330896999999
89,1.7882,0.7166671041
90,1.8082,0.723169998
91,1.8282,0.7293299967
92,1.8482,0.7351478850000001
93,1.8680999999999999,0.7406467999999999
94,1.8881,0.74576727
95,1.9081,0.750649238
96,1.9281,0.755092562
97,1.9481,0.759325404
98,1.968,0.763192768
99,1.988,0.76670224
100,2.008,0.7699017770000001
101,2.028,0.772839866
102,2.048,0.7754940830000001
103,2.0679000000000003,0.7778043800000001
104,2.0879000000000003,0.7797788739999999
105,2.1079,0.781507332
106,2.1279,0.782980216
107,2.1479,0.7841437760000001
108,2.1678,0.7849872400000001
109,2.1878,0.785592869
110,2.2078,0.7858866600000001
111,2.2278000000000002,0.785951796
112,2.2478000000000002,0.785713496
113,2.2676999999999996,0.7852557899999999
114,2.2876999999999996,0.7845882930000001
115,2.3076999999999996,0.783616665
116,2.3276999999999997,0.7824445120000001
117,2.3476999999999997,0.7809769449999999
118,2.3676,0.77939551
119,2.3876,0.7775283321
120,2.4076,0.7754614347
121,2.4276,0.77320473
122,2.4476,0.7707408367999999
123,2.4675,0.7680878831999999
124,2.4875,0.7652726086
125,2.5075,0.7622606404000001
126,2.5275,0.7590962258
127,2.5475,0.755762454
128,2.5674,0.7522773016000001
129,2.5874,0.7486418717999999
130,2.6074,0.7448653056000001
131,2.6274,0.7409572499999999
132,2.6474,0.7369184591999999
133,2.6673,0.73275783
134,2.6873,0.728476951
135,2.7073,0.72409375
136,2.7273,0.7196078208000002
137,2.7473,0.7150221573000001
138,2.7672,0.7103364623999999
139,2.7872,0.7055775181
140,2.8072,0.7007200624000001
141,2.8272,0.6957908295
142,2.8472,0.6907830114000001
143,2.8670999999999998,0.6857216352000001
144,2.8870999999999998,0.6805998811
145,2.9071,0.6754000554
146,2.9271,0.6701690775
147,2.9471,0.6648779883
148,2.967,0.6595573077
149,2.987,0.6541800714
150,3.007,0.6487796111999999
151,3.027,0.6433518792
152,3.047,0.6378766239999999
153,3.0669,0.6323917819999999
154,3.0869,0.6268700174999999
155,3.1069,0.6213400335999999
156,3.1269,0.6157997360999999
157,3.1469,0.6102337104
158,3.1668000000000003,0.604680188
159,3.1868000000000003,0.5991274839999999
160,3.2068000000000003,0.9418821796
161,3.2268000000000003,0.9429014497659999
162,3.2468000000000004,0.9438893779199999
163,3.2666999999999997,0.9448560544
164,3.2866999999999997,0.9457998681600001
165,3.3066999999999998,0.9467227053000001
166,3.3266999999999998,0.9476236163
167,3.3467,0.94850164816
168,3.3666,0.94935774372
169,3.3866,0.95018095119
170,3.4066,0.9509903087500001
171,3.4266,0.95178771144
172,3.4466,0.9525512563999999
173,3.4665,0.9532999760399999
174,3.4865,0.9540257730399999
175,3.5065,0.95472673285
176,3.5265,0.9554137977999999
177,3.5465,0.95607505335
178,3.5664000000000002,0.9567204835199999
179,3.5864000000000003,0.957341043
180,3.6064000000000003,0.9579448001299999
181,3.6264000000000003,0.9585217520499999
182,3.6464000000000003,0.95908188008
183,3.6663,0.959623252
184,3.6863,0.960136827
185,3.7063,0.9606402788
186,3.7263,0.9611143605000001
187,3.7463,0.9615783019999999
188,3.7662,0.9620028509
189,3.7862,0.9624272288
190,3.8062,0.9628121805
191,3.8261999999999996,0.9631773141
192,3.8461999999999996,0.9635322774
193,3.8661,0.9638580582
194,3.8861,0.9641636729999999
195,3.9061,0.9644397560000001
196,3.9261,0.9646959629999999
197,3.9461,0.9649226028000001
198,3.966,0.9651293428
199,3.986,0.965316177
200,4.006,0.9654736608000001
201,4.026,0.965601252
202,4.046,0.9657188551999999
203,4.0659,0.9657970899
204,4.0859000000000005,0.9658553579999999
205,4.105899999999999,0.9658839389999999
206,4.1259,0.965892754
207,4.145899999999999,0.9658718487000001
208,4.1658,0.9658212119999999
209,4.1858,0.9657408339999999
210,4.2058,0.9656308830000001
211,4.2258000000000004,0.9655008991999999
212,4.2458,0.965331395
213,4.2657,0.965103005
214,4.285699999999999,0.9649519259999999
215,4.3057,0.9647128319999999
216,4.325699999999999,0.9643559570000001
217,4.3457,0.964106125
218,4.365600000000001,0.963738484
219,4.3856,0.963370395
220,4.405600000000001,0.9629920040000001
221,4.4256,0.9625154220000001
222,4.445600000000001,0.9620285060000001
223,4.4655,0.9615411100000001
224,4.4855,0.961043412
225,4.5055,0.960447375
226,4.5255,0.959841012
227,4.5455,0.959234145
228,4.5653999999999995,0.958616988
229,4.5854,0.95790136
230,4.6053999999999995,0.957175426
231,4.6254,0.9564489720000001
232,4.6453999999999995,0.95561419
233,4.6653,0.9547788580000001
234,4.6853,0.9539429760000001
235,4.7053,0.952998696
236,4.7253,0.952152
237,4.7453,0.951196904
238,4.7652,0.9501430500000001
239,4.7852,0.949186827
240,4.8052,0.94812215
241,4.8252,0.9469586279999999
242,4.8452,0.9458927850000001
243,4.8651,0.944718444
244,4.8851,0.94353392
245,4.9051,0.9422600600000001
246,4.9251000000000005,0.941074382
247,4.9451,0.9397897470000001
248,4.965,0.9384060950000002
249,4.985,0.93711072
250,5.005,0.93571632
251,5.025,0.9343118239999999
252,5.045,0.9328177320000001
253,5.0649,0.93131354
254,5.084899999999999,0.929799299
255,5.1049,0.9282939
256,5.124899999999999,0.9266799240000001
257,5.1449,0.925065336
258,5.1648000000000005,0.923450136
259,5.1848,0.921824976
260,5.2048000000000005,0.9201006119999999
261,5.2248,0.91837564
262,5.244800000000001,0.91665006
263,5.2646999999999995,0.9148159250000001
264,5.2847,0.912990441
265,5.3046999999999995,0.9111550860000001
266,5.3247,0.90930992
267,5.3447,0.907473385
268,5.3646,0.90552833
269,5.384600000000001,0.903582687
270,5.4046,0.901537679
271,5.424600000000001,0.899590846
272,5.4446,0.89754462
273,5.4645,0.8954887159999999
274,5.4845,0.8934322400000001
275,5.5045,0.8912763479999999
276,5.5245,0.8891890579
277,5.5445,0.8870328942
278,5.5644,0.8848653534
279,5.5844,0.8826586182
280,5.6044,0.8804414308
281,5.6244,0.878194004
282,5.644399999999999,0.8759272589
283,5.6643,0.8736391359000001
284,5.6843,0.8713317312000001
285,5.7043,0.8690127804
286,5.7243,0.86666469
287,5.7443,0.8642875275
288,5.7642,0.861908674
289,5.7842,0.8594995684000001
290,5.8042,0.8570713486000001
291,5.824199999999999,0.8546413484
292,5.8442,0.8521823747999999
293,5.8641000000000005,0.8497030776
294,5.8841,0.8472034507999999
295,5.904100000000001,0.8446848688000002
296,5.9241,0.8421644077
297,5.944100000000001,0.8396335119
298,5.964,0.8370738216
299,5.984,0.8344938315
300,6.004,0.831913359
301,6.024,0.8293125794999999
302,6.044,0.8267014008000001
303,6.063899999999999,0.8240798202
304,6.0839,0.821447835
305,6.103899999999999,0.8187971849999999
306,6.1239,0.81613618
307,6.1438999999999995,0.8134631025
308,6.1638,0.8107813517999999
309,6.1838,0.8080793197
310,6.2038,0.8053768411999999
311,6.2238,0.8026639956000001
312,6.2438,0.7999407805000001
313,6.2637,0.7972090812
314,6.2837,0.794475072
315,6.3037,0.7917306878
316,6.3237,0.7889679765
317,6.3437,0.7862048676000001
318,6.3636,0.7834314351999999
319,6.3836,0.7806654681
320,6.4036,0.7778812817999999
321,6.4236,0.775086767
322,6.4436,0.7722840721
323,6.4635,0.7694887824
324,6.4835,0.7666831608
325,6.5035,0.7638694440000001
326,6.5235,0.7610630448
327,6.5435,0.7582386760000001
328,6.5634,0.7554215658000001
329,6.583399999999999,0.7525865411999999
330,6.6034,0.7497611025
331,6.623399999999999,0.7469253825000001
332,6.6434,0.7440893145
333,6.6633000000000004,0.7412528985000001
334,6.6833,0.7384161344999999
335,6.7033000000000005,0.7355790225000001
336,6.7233,0.732731625
337,6.7433000000000005,0.7298938164000001
338,6.763199999999999,0.7270483444000001
339,6.7832,0.7242098687999999
340,6.8031999999999995,0.7213538481
341,6.8232,0.7185147049
342,6.8431999999999995,0.7156680143999999
343,6.8631,0.7128309751999999
344,6.883100000000001,0.7099908466
345,6.9031,0.7071531999999999
346,6.923100000000001,0.7043152644
347,6.9431,0.7014770398000001
348,6.963,0.6986484701000001
349,6.983,0.695809668
350,7.003,0.6929805218
351,7.023,0.6901510876
352,7.043,0.6873213654
353,7.0629,0.6844944197
354,7.0828999999999995,0.6816740975999999
355,7.1029,0.6788566112000001
356,7.1229,0.676045692
357,7.1429,0.673244435
358,7.1628,0.670436154
359,7.1828,0.6676276449999999
360,7.2028,0.6648355395
361,7.2228,0.6620364962999999
362,7.2428,0.6592471762
363,7.2627,0.6564642268
364,7.2827,0.6536843768
365,7.3027,0.6509142528
366,7.3227,0.648143904
367,7.3427,0.6453733304
368,7.3626000000000005,0.6426224375999999
369,7.3826,0.6398713216
370,7.4026000000000005,0.6371199824
371,7.4226,0.634388328
372,7.4426000000000005,0.6316401521999999
373,7.4625,0.6289180366
374,7.4825,0.6261957001999999
375,7.5025,0.6234830985
376,7.5225,0.6207739973999999
377,7.5425,0.6180709397999999
378,7.562399999999999,0.6153813955
379,7.5824,0.6126878846
380,7.602399999999999,0.6100079436
381,7.6224,0.6073438968000001
382,7.642399999999999,0.6046735616999999
383,7.6623,0.6020190682
384,7.682300000000001,0.5993682996000002
385,7.7023,0.5967173702
386,7.722300000000001,0.5940921636
387,7.7423,0.5914608056000001
388,7.7622,0.5888392479
389,7.7822,0.5862274914000001
390,7.8022,0.5836155765000001
391,7.8222,0.5810192969999999
392,7.8422,0.5784369228
393,7.862100000000001,0.575854392
394,7.8821,0.5732816664
395,7.902100000000001,0.5707187468999999
396,7.9221,0.5681656344000001
397,7.9421,0.5656123671000002
398,7.962,0.5630732193
399,7.982,0.5605495584000001
400,8.002,0.5580257445
401,8.022,0.5555217051999999
402,8.042,0.5530274782
403,8.0619,0.5505275749999999
404,8.0819,0.5480430354
405,8.101899999999999,0.5455683101000001
406,8.1219,0.5431034
407,8.1419,0.5406428808
408,8.1618,0.5381976285
409,8.1818,0.5357568181
410,8.201799999999999,0.5333312268
411,8.2218,0.5309101279999999
412,8.2418,0.5285042009
413,8.261700000000001,0.5261028164999999
414,8.2817,0.5237165568
415,8.3017,0.5213348896
416,8.3217,0.5189583328
417,8.341700000000001,0.5165963854000001
418,8.361600000000001,0.5142395016
419,8.3816,0.5118972768
420,8.4016,0.5095649261999999
421,8.4216,0.5072324816
422,8.441600000000001,0.5049249458999999
423,8.4615,0.5026122288
424,8.4815,0.5003093879999999
425,8.5015,0.4980164241
426,8.5215,0.49573831000000007
427,8.5415,0.49346507879999996
428,8.561399999999999,0.4912017263999999
429,8.5814,0.48894825340000003
430,8.6014,0.48670466040000004
431,8.6214,0.48448091899999995
432,8.641399999999999,0.48225708800000006
433,8.661299999999999,0.48004313879999994
434,8.681299999999998,0.477839072
435,8.7013,0.4756448881999999
436,8.7213,0.47347056
437,8.741299999999999,0.47129614420000016
438,8.7612,0.4691316132
439,8.7812,0.4669769676
440,8.801200000000001,0.4648322079999999
441,8.821200000000001,0.46269733499999993
442,8.8412,0.4605723492000001
443,8.8611,0.45845725119999997
444,8.8811,0.4563520416000001
445,8.9011,0.45425216650000005
446,8.921100000000001,0.4521567826
447,8.9411,0.4500812625
448,8.961,0.4480156330999999
449,8.981,0.44595989500000005
450,9.001,0.4439095984
451,9.021,0.4418736652
452,9.041,0.43983765
453,9.0609,0.4378171141
454,9.0809,0.4358009064
455,9.1009,0.4338045685
456,9.120899999999999,0.4318038216
457,9.1409,0.4298272945999999
