PositionX	PositionY
63.532459	56.999243
59.976285	56.972512
110.776286	28.917293
101.383392	64.613811
51.080268	34.062169
86.831250	62.212555
21.429121	91.013550
18.401934	99.637911
42.529958	40.862202
66.960396	91.228283
12.316510	49.235892
8.707126	12.183627
23.384053	41.809806
65.050802	98.422330
50.000000	78.508731
61.736999	27.739529
89.032895	34.972067
66.248451	38.785061
106.890295	32.526502
101.952236	58.767806
111.601432	24.589396
83.397152	24.486911
97.196805	39.919946
100.000000	21.000000
108.723667	23.082602
62.614530	80.655814
30.252315	36.174765
48.755634	87.663484
78.580102	9.588210
87.649278	45.961237
64.818841	99.256785
20.916575	51.553833
12.850427	39.892562
75.000000	46.643007
59.950993	58.224199
89.379600	27.748899
89.878505	40.000000
34.771105	95.750000
65.543509	60.467724
90.443983	35.000000
89.000000	42.000000
91.784137	24.174757
58.955901	55.818440
64.462921	56.446589
68.106469	59.817195
59.161074	54.517572
62.119149	56.615684
77.966811	60.349481
61.491609	55.211844
37.000000	81.530612
61.706093	59.233747
83.263380	70.934750
60.572806	58.931738
58.475000	81.356817
61.038104	57.917009
58.655292	57.419448
62.625316	60.394355
62.085509	55.359261
58.523176	57.979949
64.857898	59.249096
62.165337	65.028260
58.687415	58.359921
61.399419	54.246599
62.369655	59.954812
85.472924	38.000000
59.180571	65.312558
66.075697	55.699313
63.779473	58.026954
64.753226	58.362795
61.609217	59.721027
65.306018	56.634668
61.474443	54.422999
58.835358	56.016296
64.105038	52.246462
66.040640	58.461474
65.954180	56.715325
88.612903	20.000000
76.533730	95.020202
109.737456	36.687630
61.304434	53.825678
85.335766	80.579633
62.249656	55.062112
61.178458	98.633880
61.748811	60.494643
65.698093	54.757127
43.564246	90.526379
37.036649	9.932000
17.969933	93.874919
103.872287	20.489066
81.576733	16.240566
48.592593	105.350442
36.114236	93.749804
106.006116	95.289963
57.321888	28.646352
64.534574	41.610215
110.531646	39.000000
38.243902	87.733728
45.060674	44.246071
51.119732	58.930323
17.962135	17.282137
93.150985	104.104623
30.997512	87.000000
71.977570	91.168193
100.206121	41.724286
30.499322	81.888235
88.584648	104.856383
18.000000	12.000000
68.204131	60.721739
62.023760	57.494855
64.967769	63.320437
63.460128	54.145283
60.652023	53.748124
60.289436	56.868061
63.731518	57.839719
61.133568	62.881967
59.811111	55.355060
60.778182	59.616592
64.923259	57.196590
58.983964	58.312604
63.005107	56.143925
60.595391	55.274194
64.052782	57.948974
15.631579	77.077626
98.710000	29.625767
60.056811	57.776917
61.407975	59.305658
62.069741	54.290109
59.491836	99.027652
61.660773	61.968689
64.349206	51.339400
30.464052	88.418278
58.269597	57.278327
62.407975	56.624769
64.495618	57.696321
61.772687	52.800177
25.974967	53.947126
59.324251	60.977979
63.958495	57.111185
62.690854	59.705283
96.780462	58.409449
63.570827	52.811518
66.104408	59.086347
62.381871	62.237548
71.622057	70.827856
63.136856	57.540509
30.559874	37.185592
58.967419	60.733728
62.136768	59.213944
59.913486	61.947532
61.949766	56.155172
59.572320	58.180153
36.848637	39.219884
57.769866	61.051479
64.117493	51.735437
61.001279	60.624835
61.546066	89.790382
50.985915	66.385287
102.434679	18.325926
79.260700	24.508434
94.549802	41.634596
48.687225	23.488519
47.586789	47.875697
100.240315	15.768365
69.840860	92.970019
26.967495	21.766551
86.907162	36.653858
98.987103	92.882353
56.219224	62.399633
59.575524	68.227541
60.115532	63.143770
59.534233	54.791813
59.412745	60.358650
59.032653	58.117991
59.309722	62.117216
60.060465	54.250226
61.000000	57.094421
59.517723	56.907125
60.822638	54.265603
64.869891	58.046265
57.869955	56.081807
60.575068	60.849509
64.355177	54.997455
63.524254	53.766924
72.823024	43.575360
61.582915	55.559392
58.050000	58.828700
68.891791	37.560000
61.409966	56.076757
40.791541	24.703868
62.104072	54.452103
64.531225	53.771984
57.975425	59.667826
61.479814	60.033919
62.211119	61.755300
66.625981	42.668919
62.674531	55.696400
64.290872	56.357143
64.441281	58.280612
28.678333	10.596913
100.426257	36.447531
89.985037	45.000000
69.828889	91.717355
58.129453	56.304702
18.287467	36.387967
61.477306	60.324074
61.201632	54.948487
62.623385	61.080824
88.125000	45.567315
104.633724	46.000000
33.479958	66.052948
81.202020	20.083227
20.489060	47.471331
44.358056	106.175615
32.162594	101.846975
72.070239	22.934779
92.675065	97.683007
87.000000	30.682927
78.227811	105.000000
108.343003	32.086697
54.014603	94.727531
103.742652	106.598876
19.580981	68.420074
60.494034	19.057008
61.880000	57.283186
72.158088	59.825139
70.765065	106.727995
29.573991	32.608124
27.569362	32.053506
64.495023	58.914812
62.754401	59.304270
57.200311	57.882353
101.000000	15.452830
100.229185	71.790909
64.778891	60.064348
61.594228	60.442940
60.420849	60.514076
56.434274	63.169492
62.078979	57.444548
104.244628	28.447674
62.393291	58.508095
92.489279	22.534121
61.242086	59.804438
63.675405	56.547548
61.162446	58.693162
65.219025	54.780894
61.651152	58.363537
60.165753	57.920204
78.624000	33.848595
57.668849	56.977814
48.377415	100.139925
45.220670	27.954887
64.547097	58.247148
85.696268	87.390890
62.775686	58.054162
61.281891	55.720958
59.992327	58.625780
58.517000	54.897938
58.462046	58.149321
59.565471	56.950893
62.397089	57.601686
62.835378	58.224443
90.854545	93.204710
64.744376	57.070368
57.202472	56.794338
64.074752	57.895980
66.183501	101.993464
78.525053	106.351720
64.499147	58.061634
30.612514	88.547619
92.840044	47.756839
62.713522	56.846445
80.781135	97.609890
68.365169	99.975779
88.291045	76.246082
47.635104	67.514768
66.553571	108.844402
62.094645	94.099693
83.190799	86.082179
93.164366	28.317516
81.484982	77.033533
87.745789	103.925110
22.652602	18.812821
28.434302	91.112542
58.815992	101.129506
88.606119	29.539139
88.158324	28.459677
54.412500	32.463143
56.247863	29.370025
85.368341	64.325549
79.844871	32.611439
64.916501	53.124456
41.303763	20.755269
59.166921	56.675402
58.060950	58.776738
60.697584	55.300891
60.983516	57.899497
59.713918	61.026144
63.675741	57.191805
64.368865	58.270210
65.840965	53.681345
63.312299	58.182825
63.146853	57.732980
66.569465	54.877986
57.094418	56.693861
61.950746	56.607471
65.604748	53.352507
60.783489	59.215007
63.500000	57.358892
61.369441	61.187500
61.776581	52.717852
62.127325	53.664820
66.187266	56.053633
66.869565	64.292719
59.698024	54.596170
59.340404	63.823045
62.405094	58.721799
60.100191	55.346181
64.610408	57.132025
61.480345	48.584916
27.021168	91.925901
64.116649	57.415925
57.876877	57.679669
57.500000	58.382848
34.137584	92.633028
62.506645	55.337391
55.520067	58.629921
25.139916	14.422066
62.343066	57.229588
59.673016	61.724622
68.005982	59.507479
60.562619	54.840069
97.749025	78.209555
59.382092	60.714583
59.672530	57.483221
64.748235	55.832482
67.994975	49.081301
64.214401	57.030769
20.594090	45.192357
20.607656	57.963115
34.566038	92.136132
79.118902	104.379242
95.271331	74.846307
47.775777	50.844086
71.266850	28.107856
60.651859	19.814613
14.339130	34.527559
97.239852	55.243119
38.089597	33.195330
66.072862	17.617908
47.083515	42.000000
39.856813	104.803069
62.511377	57.488543
73.699213	11.790323
12.087487	20.385445
106.617054	42.417293
96.137391	78.701754
93.317073	51.446844
71.556522	43.379310
63.788918	57.070922
64.000000	62.000000
62.548946	61.370648
57.892704	52.590778
56.981795	58.887812
62.338296	52.264244
104.164258	97.017544
97.160777	78.173342
60.702073	56.005089
60.949234	62.264264
62.241398	57.482944
35.752988	96.874751
15.000000	7.453283
60.809969	54.669329
63.935961	59.019505
62.678215	53.707757
62.527513	61.682682
64.132039	56.077409
63.967033	57.779001
57.865291	51.843137
60.649107	60.548498
54.657262	70.094899
105.451520	97.231019
58.666988	60.459530
62.399822	56.550381
64.337251	55.960972
102.563452	91.725338
20.166523	48.156885
62.360456	54.236994
62.786548	52.893261
60.133333	56.703562
64.170025	56.081742
62.325271	54.317937
97.204152	108.458721
81.523810	105.155738
67.264023	54.274642
63.293687	60.886420
60.984472	63.048960
62.906654	54.587670
62.508154	53.799695
51.767322	65.077922
60.524082	56.693642
64.299051	57.959732
57.651445	55.409615
95.942717	46.455477
65.220080	58.297323
63.050372	56.730446
57.932842	82.823425
86.576968	24.538235
71.058854	60.308756
17.095448	19.581818
109.429967	15.232678
44.115969	105.141161
89.147898	85.876981
92.429083	89.658156
94.000000	48.487500
22.716632	45.469613
66.619739	65.188478
68.222037	34.762652
38.187073	14.834908
102.088850	52.944069
14.626285	50.312585
62.706615	26.006363
33.430407	53.047596
10.166210	28.940972
21.364985	49.388889
63.003929	58.393333
61.113681	61.753289
63.702226	60.781148
61.006140	59.449503
69.344054	49.956522
62.785831	58.219065
62.940618	57.614469
55.837679	62.415584
58.776616	59.675408
61.052034	58.259356
60.631676	57.070030
60.575519	61.360825
57.623874	59.219735
58.672557	55.520701
111.333333	25.000000
57.997628	56.223245
63.475758	56.655629
37.738983	90.444538
64.261188	57.501008
60.557323	54.828694
60.264331	56.793301
93.763301	88.312236
54.637612	16.707133
60.835955	58.926794
58.489258	58.405997
57.200665	58.437590
108.293173	29.200000
62.071207	61.559424
56.063566	58.221429
59.118774	57.214665
26.992920	18.000000
78.538380	39.000000
57.572170	63.477717
61.355968	55.118644
59.722222	57.865556
58.762918	55.830171
63.188830	59.396648
56.654094	57.132364
58.788166	55.394910
90.337372	88.523551
63.445740	58.117374
79.502036	70.947236
8.000000	47.985792
62.972533	57.805097
77.347938	16.320084
57.210638	11.639665
55.533641	30.410319
51.329423	93.326935
61.000000	109.258197
110.592105	43.776675
48.655010	59.241975
17.596054	12.904762
88.648107	89.579046
38.920000	23.049896
52.936430	95.292601
59.565604	39.308792
54.751196	56.951529
59.111140	72.174386
97.275271	75.505628
59.708893	56.381435
62.614823	54.497274
18.926326	98.357466
70.750000	71.862408
63.784561	57.334741
51.187500	72.941447
63.389086	50.322479
66.185958	57.525801
59.467532	57.202981
63.367763	57.417763
64.473126	54.885259
62.439610	59.885031
62.275597	60.083799
62.132919	54.422009
92.108229	94.243533
62.320120	61.590172
58.406305	58.419549
55.606635	81.411071
66.549091	59.665676
63.095238	53.688181
61.699045	57.604167
59.643454	56.739857
61.460377	57.871926
66.410175	61.651242
63.749782	57.514184
62.574416	53.278903
62.348013	54.002398
99.953975	80.000000
64.928801	58.315436
61.244937	55.459586
63.997156	56.442414
88.269430	68.311644
92.483568	92.621646
100.659051	47.253061
64.713895	57.576190
63.402685	63.211843
42.140625	35.567880
103.742534	58.228394
102.692308	61.385111
90.809926	40.155227
62.697868	57.478074
46.950606	60.519208
64.449246	52.089847
45.284076	11.320730
94.580153	92.047696
39.138474	86.448000
43.914286	14.681481
68.154596	46.197623
90.280016	36.454592
80.955947	10.220865
34.302899	70.285821
51.399441	88.089617
43.938253	21.024691
69.264198	38.884182
43.282051	87.788914
45.996397	74.311486
67.860193	109.553810
95.210689	27.406718
89.168586	78.384484
26.332473	106.307925
59.337895	60.762901
46.900360	33.231121
18.000000	43.856115
86.640665	16.857778
60.767521	53.482692
62.547578	54.706673
73.369128	84.515825
68.623607	104.370126
